Unnamed: 0.1,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Category,Clean_Text,Date
137, Elation over discovering a hidden gem in the city.   ,elation,2012-02-18 14:30:00,Twitter,"['elation', 'hiddengem']",20,40, USA      ,2012,2,18,14,positive, elation over discovering a hidden gem in the city   ,2012-02-18
138, The euphoria of a surprise birthday celebration.     ,euphoria,2018-11-05 21:45:00,Instagram,"['euphoria', 'birthdaysurprise']",15,30, UK   ,2018,11,5,21,positive, the euphoria of a surprise birthday celebration     ,2018-11-05
139, Contentment in the simplicity of a home-cooked meal. ,contentment,2015-09-12 13:20:00,Facebook,"['contentment', 'homecooking']",25,50, India    ,2015,9,12,13,positive, contentment in the simplicity of a homecooked meal ,2015-09-12
140, Serenity found in the melody of a peaceful piano.    ,serenity,2016-07-30 18:10:00,Twitter,"['serenity', 'peacefulmelody']",18,35, Canada      ,2016,7,30,18,positive, serenity found in the melody of a peaceful piano    ,2016-07-30
141, Gratitude for the supportive community around me.    ,gratitude,2013-04-20 10:30:00,Instagram,"['gratitude', 'communitysupport']",30,60, USA ,2013,4,20,10,positive, gratitude for the supportive community around me    ,2013-04-20
142, Hopeful about the prospects of a new business venture.,hope,2017-12-08 19:15:00,Facebook,"['hope', 'businessventure']",22,45, Canada    ,2017,12,8,19,positive, hopeful about the prospects of a new business venture,2017-12-08
143, Empowerment through mentoring and guiding others.    ,empowerment,2014-06-03 08:20:00,Twitter,"['empowerment', 'mentorship']",15,30, UK       ,2014,6,3,8,positive, empowerment through mentoring and guiding others    ,2014-06-03
144, Compassion shown through acts of kindness in the community.,compassion,2019-01-15 14:50:00,Instagram,"['compassion', 'communitykindness']",18,35, Australia ,2019,1,15,14,positive, compassion shown through acts of kindness in the community,2019-01-15
145, Tenderness in a heartfelt message to a loved one.    ,tenderness,2016-12-25 19:30:00,Facebook,"['tenderness', 'lovenote']",25,50, UK          ,2016,12,25,19,positive, tenderness in a heartfelt message to a loved one    ,2016-12-25
146, Arousal of excitement before a much-awaited trip.    ,arousal,2018-03-10 09:45:00,Twitter,"['arousal', 'traveladventure']",20,40, India    ,2018,3,10,9,positive, arousal of excitement before a muchawaited trip    ,2018-03-10
147, Enthusiasm for a new artistic project in the works.  ,enthusiasm,2020-09-17 16:30:00,Instagram,"['enthusiasm', 'artisticproject']",15,30, USA       ,2020,9,17,16,positive, enthusiasm for a new artistic project in the works  ,2020-09-17
148, Feeling a sense of fulfillment after helping others. ,fulfillment,2011-08-28 18:45:00,Facebook,"['fulfillment', 'helpingothers']",22,45, Canada    ,2011,8,28,18,positive, feeling a sense of fulfillment after helping others ,2011-08-28
149, Reverence for the historical significance of a landmark.,reverence,2017-11-01 15:30:00,Twitter,"['reverence', 'historicalsite']",18,35, Australia ,2017,11,1,15,positive, reverence for the historical significance of a landmark,2017-11-01
150, Elation after achieving a fitness milestone.         ,elation,2019-06-15 10:00:00,Instagram,"['elation', 'fitnessmilestone']",25,50, UK           ,2019,6,15,10,positive, elation after achieving a fitness milestone         ,2019-06-15
151, The euphoria of a successful product launch.         ,euphoria,2022-04-03 11:45:00,Facebook,"['euphoria', 'productlaunchsuccess']",15,30, USA       ,2022,4,3,11,positive, the euphoria of a successful product launch         ,2022-04-03
152, Contentment in the embrace of a loved one.           ,contentment,2010-11-12 20:20:00,Twitter,"['contentment', 'love']",30,60, India    ,2010,11,12,20,positive, contentment in the embrace of a loved one           ,2010-11-12
153, Serenity found in the beauty of a sunset by the sea.  ,serenity,2011-07-22 18:30:00,Instagram,"['serenity', 'sunsetviews']",22,45, Canada     ,2011,7,22,18,positive, serenity found in the beauty of a sunset by the sea  ,2011-07-22
154, Gratitude for the small joys that each day brings.   ,gratitude,2012-03-30 11:20:00,Facebook,"['gratitude', 'smalljoys']",15,30, Australia   ,2012,3,30,11,positive, gratitude for the small joys that each day brings   ,2012-03-30
155, Hopeful about the potential for personal growth.      ,hope,2013-10-05 16:40:00,Twitter,"['hope', 'personaldevelopment']",18,35, UK       ,2013,10,5,16,positive, hopeful about the potential for personal growth      ,2013-10-05
156, Empowerment through learning a new skill.            ,empowerment,2014-07-10 13:15:00,Instagram,"['empowerment', 'skillbuilding']",25,50, India   ,2014,7,10,13,positive, empowerment through learning a new skill            ,2014-07-10
157, Compassion in volunteering for a local charity.       ,compassion,2015-12-18 14:20:00,Facebook,"['compassion', 'volunteerwork']",18,35, USA      ,2015,12,18,14,positive, compassion in volunteering for a local charity       ,2015-12-18
158, Tenderness in a quiet moment shared with a pet.      ,tenderness,2016-02-10 19:45:00,Twitter,"['tenderness', 'petlove']",25,50, Canada   ,2016,2,10,19,positive, tenderness in a quiet moment shared with a pet      ,2016-02-10
159, Arousal of excitement for an upcoming festival.       ,arousal,2017-09-25 11:30:00,Instagram,"['arousal', 'festivalexcitement']",20,40, UK ,2017,9,25,11,positive, arousal of excitement for an upcoming festival       ,2017-09-25
160, Enthusiasm for a DIY home improvement project.       ,enthusiasm,2018-04-15 16:00:00,Facebook,"['enthusiasm', 'homeimprovement']",15,30, Australia   ,2018,4,15,16,positive, enthusiasm for a diy home improvement project       ,2018-04-15
161, Fulfillment in completing a challenging puzzle.      ,fulfillment,2019-11-28 18:20:00,Twitter,"['fulfillment', 'puzzlechallenge']",22,45, India    ,2019,11,28,18,positive, fulfillment in completing a challenging puzzle      ,2019-11-28
162, Reverence for the wonders of nature on a hiking trail.,reverence,2020-05-11 15:00:00,Instagram,"['reverence', 'natureexploration']",18,35, USA        ,2020,5,11,15,positive, reverence for the wonders of nature on a hiking trail,2020-05-11
163, Elation after a surprise reunion with a childhood friend.,elation,2021-02-05 09:30:00,Facebook,"['elation', 'friendshipreunion']",25,50, Canada      ,2021,2,5,9,positive, elation after a surprise reunion with a childhood friend,2021-02-05
164, Suffering from despair after another setback.      ,despair,2021-03-10 08:30:00,Twitter,"['despair', 'struggle']",5,10, USA          ,2021,3,10,8,negative, suffering from despair after another setback      ,2021-03-10
165," Overwhelmed by grief, missing a loved one dearly.  ",grief,2022-07-05 15:45:00,Instagram,"['grief', 'loss']",8,15, Canada          ,2022,7,5,15,negative, overwhelmed by grief missing a loved one dearly  ,2022-07-05
166, Loneliness creeps in as the night grows colder.    ,loneliness,2019-11-18 21:20:00,Facebook,"['loneliness', 'isolation']",10,20, UK           ,2019,11,18,21,negative, loneliness creeps in as the night grows colder    ,2019-11-18
167, Jealousy consumes me as I witness others' success. ,jealousy,2020-08-12 11:30:00,Twitter,"['jealousy', 'envy']",12,25, India        ,2020,8,12,11,negative, jealousy consumes me as i witness others success ,2020-08-12
168, Resentment building up over past betrayals.        ,resentment,2018-05-22 14:45:00,Instagram,"['resentment', 'bitterness']",7,15, Australia     ,2018,5,22,14,negative, resentment building up over past betrayals        ,2018-05-22
169, Frustration mounts as obstacles block my path.     ,frustration,2017-01-30 16:10:00,Facebook,"['frustration', 'obstacles']",10,20, USA          ,2017,1,30,16,negative, frustration mounts as obstacles block my path     ,2017-01-30
170," Boredom sets in, the day feels endlessly dull.     ",boredom,2016-09-28 19:45:00,Twitter,"['boredom', 'lackofinterest']",8,15, Canada        ,2016,9,28,19,negative, boredom sets in the day feels endlessly dull     ,2016-09-28
171," Anxiety grips my heart, worry clouds my thoughts.  ",anxiety,2019-04-15 09:00:00,Instagram,"['anxiety', 'worry']",12,25, UK           ,2019,4,15,9,negative, anxiety grips my heart worry clouds my thoughts  ,2019-04-15
172, Intimidation by the unknown future ahead.          ,intimidation,2021-12-03 18:30:00,Facebook,"['intimidation', 'fear']",15,30, India        ,2021,12,3,18,negative, intimidation by the unknown future ahead          ,2021-12-03
173, Helplessness sinks in as challenges pile up.       ,helplessness,2020-06-20 14:20:00,Twitter,"['helplessness', 'overwhelmed']",8,15, Australia    ,2020,6,20,14,negative, helplessness sinks in as challenges pile up       ,2020-06-20
174, Envy eats away at me as I see others' prosperity.  ,envy,2018-11-07 11:30:00,Instagram,"['envy', 'desire']",10,20, Canada        ,2018,11,7,11,negative, envy eats away at me as i see others prosperity  ,2018-11-07
175, Regret over missed opportunities haunts my thoughts.,regret,2017-08-25 16:00:00,Facebook,"['regret', 'missedchances']",12,25, UK           ,2017,8,25,16,negative, regret over missed opportunities haunts my thoughts,2017-08-25
176, Disgust at the sight of injustice and cruelty.     ,disgust,2019-02-11 09:45:00,Twitter,"['disgust', 'injustice']",7,15, India        ,2019,2,11,9,negative, disgust at the sight of injustice and cruelty     ,2019-02-11
177," Drowning in despair, hope slipping through my fingers.",despair,2016-04-02 20:20:00,Instagram,"['despair', 'hopeless']",10,20, USA          ,2016,4,2,20,negative, drowning in despair hope slipping through my fingers,2016-04-02
178," Grief weighs heavy, tears a constant companion.    ",grief,2015-10-18 15:30:00,Facebook,"['grief', 'tears']",12,25, Canada        ,2015,10,18,15,negative, grief weighs heavy tears a constant companion    ,2015-10-18
179," Loneliness in a crowded room, a silent cry for connection.",loneliness,2019-07-12 18:10:00,Twitter,"['loneliness', 'seekingconnection']",15,30, UK            ,2019,7,12,18,negative, loneliness in a crowded room a silent cry for connection,2019-07-12
180," Jealousy gnaws at my confidence, a toxic emotion.  ",jealousy,2018-06-03 16:30:00,Instagram,"['jealousy', 'insecurity']",8,15, India         ,2018,6,3,16,negative, jealousy gnaws at my confidence a toxic emotion  ,2018-06-03
181," Resentment festers, poisoning relationships.       ",resentment,2022-01-15 12:00:00,Facebook,"['resentment', 'brokentrust']",10,20, Australia    ,2022,1,15,12,negative, resentment festers poisoning relationships       ,2022-01-15
182," Frustration boils over, a volcanic eruption of emotions.",frustration,2017-04-10 14:45:00,Twitter,"['frustration', 'emotionaloutburst']",12,25, USA          ,2017,4,10,14,negative, frustration boils over a volcanic eruption of emotions,2017-04-10
183," Boredom settles like dust, life feels mundane.     ",boredom,2016-11-28 19:00:00,Instagram,"['boredom', 'monotony']",7,15, Canada        ,2016,11,28,19,negative, boredom settles like dust life feels mundane     ,2016-11-28
184," Anxiety grips my chest, a relentless grip on my thoughts.",anxiety,2018-09-05 09:30:00,Facebook,"['anxiety', 'restlessness']",10,20, UK            ,2018,9,5,9,negative, anxiety grips my chest a relentless grip on my thoughts,2018-09-05
185," Intimidation by the challenges ahead, fear takes hold.",intimidation,2021-10-22 18:30:00,Twitter,"['intimidation', 'facingfear']",15,30, India         ,2021,10,22,18,negative, intimidation by the challenges ahead fear takes hold,2021-10-22
186," Helplessness engulfs me, drowning in a sea of problems.",helplessness,2019-05-08 14:20:00,Instagram,"['helplessness', 'struggling']",8,15, Australia    ,2019,5,8,14,negative, helplessness engulfs me drowning in a sea of problems,2019-05-08
187," Envy poisons my thoughts, coveting others' success.",envy,2017-03-20 11:30:00,Facebook,"['envy', 'success']",10,20, Canada        ,2017,3,20,11,negative, envy poisons my thoughts coveting others success,2017-03-20
188, Regret for decisions that led to a painful present.,regret,2018-12-15 16:00:00,Twitter,"['regret', 'pastchoices']",12,25, USA          ,2018,12,15,16,negative, regret for decisions that led to a painful present,2018-12-15
189, Disgust at the corruption that stains society.     ,disgust,2016-07-01 09:45:00,Instagram,"['disgust', 'corruption']",7,15, UK            ,2016,7,1,9,negative, disgust at the corruption that stains society     ,2016-07-01
190," Sinking in despair, each day darker than the last. ",despair,2020-08-20 20:20:00,Facebook,"['despair', 'darkdays']",10,20, India         ,2020,8,20,20,negative, sinking in despair each day darker than the last ,2020-08-20
191," Grief overwhelms, a storm of emotions within.      ",grief,2021-02-25 15:30:00,Twitter,"['grief', 'emotionalstorm']",12,25, Canada        ,2021,2,25,15,negative, grief overwhelms a storm of emotions within      ,2021-02-25
192," Loneliness echoes in empty spaces, yearning for connection.",loneliness,2019-09-12 18:10:00,Instagram,"['loneliness', 'yearningforconnection']",15,30, Australia     ,2019,9,12,18,negative, loneliness echoes in empty spaces yearning for connection,2019-09-12
193," Jealousy poisons my thoughts, resentment brewing within.",jealousy,2018-08-05 16:30:00,Facebook,"['jealousy', 'resentment']",8,15, USA           ,2018,8,5,16,negative, jealousy poisons my thoughts resentment brewing within,2018-08-05
